stribID,NameInRealtorsData,GEOID,FullName,CityName,ZillowName,COUNTY,STATE,subdiv_geoid,subdiv_full_name,multiplecounties,location,County13,type,neighborhoodname
247,Elliot Park,,Elliot Park (Minneapolis),Minneapolis,,Hennepin,MN,,,,neighborhood,x,neighborhood,Elliot Park
248,Ericsson,,Ericsson (Minneapolis),Minneapolis,,Hennepin,MN,,,,neighborhood,x,neighborhood,Ericsson
249,Field,,Field (Minneapolis),Minneapolis,,Hennepin,MN,,,,neighborhood,x,neighborhood,Field
250,Folwell,,Folwell (Minneapolis),Minneapolis,,Hennepin,MN,,,,neighborhood,x,neighborhood,Folwell
251,Fulton,,Fulton (Minneapolis),Minneapolis,,Hennepin,MN,,,,neighborhood,x,neighborhood,Fulton
252,Greater East Side,,Greater East Side (St. Paul),St. Paul,,Ramsey,MN,,,,neighborhood,x,neighborhood,Greater East Side
253,Hale,,Hale (Minneapolis),Minneapolis,,Hennepin,MN,,,,neighborhood,x,neighborhood,Hale
254,Hamline-Midway,,Hamline-Midway (St. Paul),St. Paul,,Ramsey,MN,,,,neighborhood,x,neighborhood,Hamline-Midway
255,Harrison,,Harrison (Minneapolis),Minneapolis,,Hennepin,MN,,,,neighborhood,x,neighborhood,Harrison
256,Hawthorne,,Hawthorne (Minneapolis),Minneapolis,,Hennepin,MN,,,,neighborhood,x,neighborhood,Hawthorne
257,Hiawatha,,Hiawatha (Minneapolis),Minneapolis,,Hennepin,MN,,,,neighborhood,x,neighborhood,Hiawatha
258,Highland Park,,Highland Park (St. Paul),St. Paul,,Ramsey,MN,,,,neighborhood,x,neighborhood,Highland Park
259,Holland,,Holland (Minneapolis),Minneapolis,,Hennepin,MN,,,,neighborhood,x,neighborhood,Holland
260,Howe,,Howe (Minneapolis),Minneapolis,,Hennepin,MN,,,,neighborhood,x,neighborhood,Howe
261,Jordan Neighborhood,,Jordan (Minneapolis),Minneapolis,,Hennepin,MN,,,,neighborhood,x,neighborhood,Jordan
262,Keewaydin,,Keewaydin (Minneapolis),Minneapolis,,Hennepin,MN,,,,neighborhood,x,neighborhood,Keewaydin
263,Kenny,,Kenny (Minneapolis),Minneapolis,,Hennepin,MN,,,,neighborhood,x,neighborhood,Kenny
264,Kenwood,,Kenwood (Minneapolis),Minneapolis,,Hennepin,MN,,,,neighborhood,x,neighborhood,Kenwood
265,King Field,,King Field (Minneapolis),Minneapolis,,Hennepin,MN,,,,neighborhood,x,neighborhood,King Field
266,Lind-Bohanon,,Lind-Bohanon (Minneapolis),Minneapolis,,Hennepin,MN,,,,neighborhood,x,neighborhood,Lind-Bohanon
267,Linden Hills,,Linden Hills (Minneapolis),Minneapolis,,Hennepin,MN,,,,neighborhood,x,neighborhood,Linden Hills
268,Logan Park,,Logan Park (Minneapolis),Minneapolis,,Hennepin,MN,,,,neighborhood,x,neighborhood,Logan Park
269,Longfellow,,Longfellow (Minneapolis),Minneapolis,,Hennepin,MN,,,,neighborhood,x,neighborhood,Longfellow
270,Loring Park,,Loring Park (Minneapolis),Minneapolis,,Hennepin,MN,,,,neighborhood,x,neighborhood,Loring Park
271,Lowry Hill,,Lowry Hill (Minneapolis),Minneapolis,,Hennepin,MN,,,,neighborhood,x,neighborhood,Lowry Hill
272,Lowry Hill East,,Lowry Hill East (Minneapolis),Minneapolis,,Hennepin,MN,,,,neighborhood,x,neighborhood,Lowry Hill East
273,Lyndale,,Lyndale (Minneapolis),Minneapolis,,Hennepin,MN,,,,neighborhood,x,neighborhood,Lyndale
274,Lynnhurst,,Lynnhurst (Minneapolis),Minneapolis,,Hennepin,MN,,,,neighborhood,x,neighborhood,Lynnhurst
275,Macalester-Groveland,,Macalester-Groveland (St. Paul),St. Paul,,Ramsey,MN,,,,neighborhood,x,neighborhood,Macalester-Groveland
276,Marcy Holmes,,Marcy Holmes (Minneapolis),Minneapolis,,Hennepin,MN,,,,neighborhood,x,neighborhood,Marcy Holmes
277,Marshall Terrace,,Marshall Terrace (Minneapolis),Minneapolis,,Hennepin,MN,,,,neighborhood,x,neighborhood,Marshall Terrace
278,McKinley,,McKinley (Minneapolis),Minneapolis,,Hennepin,MN,,,,neighborhood,x,neighborhood,McKinley
279,Mid - City Industrial,,Mid - City Industrial (Minneapolis),Minneapolis,,Hennepin,MN,,,,neighborhood,x,neighborhood,Mid - City Industrial
280,Midtown Phillips,,Midtown Phillips (Minneapolis),Minneapolis,,Hennepin,MN,,,,neighborhood,x,neighborhood,Midtown Phillips
281,Minnehaha,,Minnehaha (Minneapolis),Minneapolis,,Hennepin,MN,,,,neighborhood,x,neighborhood,Minnehaha
282,Morris Park,,Morris Park (Minneapolis),Minneapolis,,Hennepin,MN,,,,neighborhood,x,neighborhood,Morris Park
283,Near North,,Near North (Minneapolis),Minneapolis,,Hennepin,MN,,,,neighborhood,x,neighborhood,Near North
284,Nicollet Island - East Bank,,Nicollet Island - East Bank (Minneapolis),Minneapolis,,Hennepin,MN,,,,neighborhood,x,neighborhood,Nicollet Island - East Bank
285,North End,,North End (St. Paul),St. Paul,,Ramsey,MN,,,,neighborhood,x,neighborhood,North End
286,North Loop,,North Loop (Minneapolis),Minneapolis,,Hennepin,MN,,,,neighborhood,x,neighborhood,North Loop
287,Northeast Park,,Northeast Park (Minneapolis),Minneapolis,,Hennepin,MN,,,,neighborhood,x,neighborhood,Northeast Park
288,Northrop,,Northrop (Minneapolis),Minneapolis,,Hennepin,MN,,,,neighborhood,x,neighborhood,Northrop
289,Page,,Page (Minneapolis),Minneapolis,,Hennepin,MN,,,,neighborhood,x,neighborhood,Page
290,Payne-Phalen,,Payne-Phalen (St. Paul),St. Paul,,Ramsey,MN,,,,neighborhood,x,neighborhood,Payne-Phalen
291,Phillips West,,Phillips West (Minneapolis),Minneapolis,,Hennepin,MN,,,,neighborhood,x,neighborhood,Phillips West
292,Powderhorn Park,,Powderhorn Park (Minneapolis),Minneapolis,,Hennepin,MN,,,,neighborhood,x,neighborhood,Powderhorn Park
293,Prospect Park - E River Rd,,Prospect Park - East River Road (Minneapolis),Minneapolis,,Hennepin,MN,,,,neighborhood,x,neighborhood,Prospect Park - East River Road
294,Regina,,Regina (Minneapolis),Minneapolis,,Hennepin,MN,,,,neighborhood,x,neighborhood,Regina
295,Seward,,Seward (Minneapolis),Minneapolis,,Hennepin,MN,,,,neighborhood,x,neighborhood,Seward
296,Sheridan,,Sheridan (Minneapolis),Minneapolis,,Hennepin,MN,,,,neighborhood,x,neighborhood,Sheridan
297,Shingle Creek,,Shingle Creek (Minneapolis),Minneapolis,,Hennepin,MN,,,,neighborhood,x,neighborhood,Shingle Creek
298,St. Anthony East,,St. Anthony East (Minneapolis),Minneapolis,,Hennepin,MN,,,,neighborhood,x,neighborhood,St. Anthony East
299,St. Anthony Park,,St. Anthony Park (St. Paul),St. Paul,,Ramsey,MN,,,,neighborhood,x,neighborhood,St. Anthony Park
300,St. Anthony West,,St. Anthony West (Minneapolis),Minneapolis,,Hennepin,MN,,,,neighborhood,x,neighborhood,St. Anthony West
301,Standish,,Standish (Minneapolis),Minneapolis,,Hennepin,MN,,,,neighborhood,x,neighborhood,Standish
302,Stevens Square - Loring Heights,,Stevens Square - Loring Heights (Minneapolis),Minneapolis,,Hennepin,MN,,,,neighborhood,x,neighborhood,Stevens Square - Loring Heights
303,Summit Hill,,Summit Hill (St. Paul),St. Paul,,Ramsey,MN,,,,neighborhood,x,neighborhood,Summit Hill
304,Summit-University,,Summit-University (St. Paul),St. Paul,,Ramsey,MN,,,,neighborhood,x,neighborhood,Summit-University
305,Sumner-Glenwood,,Sumner-Glenwood (Minneapolis),Minneapolis,,Hennepin,MN,,,,neighborhood,x,neighborhood,Sumner-Glenwood
306,Battle Creek - Highwood,,Sunray-Battlecreek-Highwood (St. Paul),St. Paul,,Ramsey,MN,,,,neighborhood,x,neighborhood,Sunray-Battlecreek-Highwood
307,Tangletown,,Tangletown (Minneapolis),Minneapolis,,Hennepin,MN,,,,neighborhood,x,neighborhood,Tangletown
308,Thomas-Dale (Frogtown),,Thomas Dale (St. Paul),St. Paul,,Ramsey,MN,,,,neighborhood,x,neighborhood,Thomas Dale
309,Merriam Park / Lexington-Hamline,,Union Park (St. Paul),St. Paul,,Ramsey,MN,,,,neighborhood,x,neighborhood,Union Park
310,Ventura Village,,Ventura Village (Minneapolis),Minneapolis,,Hennepin,MN,,,,neighborhood,x,neighborhood,Ventura Village
311,Victory,,Victory (Minneapolis),Minneapolis,,Hennepin,MN,,,,neighborhood,x,neighborhood,Victory
312,Waite Park,,Waite Park (Minneapolis),Minneapolis,,Hennepin,MN,,,,neighborhood,x,neighborhood,Waite Park
313,Webber-Camden,,Webber-Camden (Minneapolis),Minneapolis,,Hennepin,MN,,,,neighborhood,x,neighborhood,Webber-Camden
314,Wenonah,,Wenonah (Minneapolis),Minneapolis,,Hennepin,MN,,,,neighborhood,x,neighborhood,Wenonah
315,West Calhoun,,West Calhoun (Minneapolis),Minneapolis,,Hennepin,MN,,,,neighborhood,x,neighborhood,West Calhoun
316,West Seventh,,West Seventh (St. Paul),St. Paul,,Ramsey,MN,,,,neighborhood,x,neighborhood,West Seventh
317,West Side,,West Side (St. Paul),St. Paul,,Ramsey,MN,,,,neighborhood,x,neighborhood,West Side
318,Whittier,,Whittier (Minneapolis),Minneapolis,,Hennepin,MN,,,,neighborhood,x,neighborhood,Whittier
319,Willard-Hay,,Willard-Hay (Minneapolis),Minneapolis,,Hennepin,MN,,,,neighborhood,x,neighborhood,Willard-Hay
320,Windom,,Windom (Minneapolis),Minneapolis,,Hennepin,MN,,,,neighborhood,x,neighborhood,Windom
321,Windom Park,,Windom Park (Minneapolis),Minneapolis,,Hennepin,MN,,,,neighborhood,x,neighborhood,Windom Park
